"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Mar 07 22:00:59 GMT 2025","Fri Mar 07 22:01:00 GMT 2025","558","","hostfully.apis.test.tests.properties.GetPropertiesTest","","hostfully.apis.test.tests.properties.GetPropertiesTest","attemptGetPropertyInvalidId","Hostfully APis: Attempt to get a property with invalid id (non existent property)",""
"failed","Fri Mar 07 22:00:54 GMT 2025","Fri Mar 07 22:00:55 GMT 2025","556","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","attemptCreateBookingEndDateBeforeStartDate","Hostfully APis: Booking creation fails when end date is before start date",""
"passed","Fri Mar 07 22:01:00 GMT 2025","Fri Mar 07 22:01:00 GMT 2025","552","","hostfully.apis.test.tests.properties.GetPropertiesTest","","hostfully.apis.test.tests.properties.GetPropertiesTest","attemptGetPropertyIdWrongIdStringType","Hostfully APis: Attempt to get a property with id invalid pattern(id or wrong string)",""
"passed","Fri Mar 07 22:00:58 GMT 2025","Fri Mar 07 22:00:58 GMT 2025","681","","hostfully.apis.test.tests.properties.GetPropertiesTest","","hostfully.apis.test.tests.properties.GetPropertiesTest","attemptGetPropertyWrongCredentials","Hostfully APis: Attempt to create a Property with wrong credentials",""
"passed","Fri Mar 07 22:00:51 GMT 2025","Fri Mar 07 22:00:51 GMT 2025","660","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","attemptCreateBookingWithoutStartDate","Hostfully APIs: Attempt to create a booking without start date",""
"failed","Fri Mar 07 22:00:49 GMT 2025","Fri Mar 07 22:00:49 GMT 2025","573","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","createBookingSuccess","Hostfully APis: Create a booking with success",""
"failed","Fri Mar 07 22:00:57 GMT 2025","Fri Mar 07 22:00:58 GMT 2025","544","","hostfully.apis.test.tests.properties.CreatePropertiesTest","","hostfully.apis.test.tests.properties.CreatePropertiesTest","attemptCreatePropertyAliasAlreadyExisted","Hostfully APis: Attempt to create a Property with alias already existed",""
"failed","Fri Mar 07 22:00:56 GMT 2025","Fri Mar 07 22:00:56 GMT 2025","261","","hostfully.apis.test.tests.properties.CreatePropertiesTest","","hostfully.apis.test.tests.properties.CreatePropertiesTest","attemptCreatePropertyInvalidCountryCode","Hostfully APis: Attempt to create a Property with invalid country code",""
"passed","Fri Mar 07 22:00:57 GMT 2025","Fri Mar 07 22:00:57 GMT 2025","386","","hostfully.apis.test.tests.properties.CreatePropertiesTest","","hostfully.apis.test.tests.properties.CreatePropertiesTest","attemptCreatePropertyWrongCredentials","Hostfully APis: Attempt to create a Property with wrong credentials",""
"failed","Fri Mar 07 22:00:56 GMT 2025","Fri Mar 07 22:00:57 GMT 2025","261","","hostfully.apis.test.tests.properties.CreatePropertiesTest","","hostfully.apis.test.tests.properties.CreatePropertiesTest","createPropertyDifferentCountryCode","Hostfully APis: Create a property with different country code: BR",""
"failed","Fri Mar 07 22:00:49 GMT 2025","Fri Mar 07 22:00:50 GMT 2025","572","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","createBookingSuccessEqualDates","Hostfully APis: Create a booking with start date and end date equals",""
"failed","Fri Mar 07 22:00:53 GMT 2025","Fri Mar 07 22:00:53 GMT 2025","529","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","attemptCreateBookingWithoutBirthDate","Hostfully APIs: Attempt to create a booking without birth date",""
"failed","Fri Mar 07 22:00:57 GMT 2025","Fri Mar 07 22:00:57 GMT 2025","272","","hostfully.apis.test.tests.properties.CreatePropertiesTest","","hostfully.apis.test.tests.properties.CreatePropertiesTest","createPropertySuccess","Hostfully APis: Create a property with success",""
"failed","Fri Mar 07 22:00:47 GMT 2025","Fri Mar 07 22:00:48 GMT 2025","592","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","createBookingSuccessCancelledStatus","Hostfully APis: Create a booking with success Cancelled Status",""
"failed","Fri Mar 07 22:00:47 GMT 2025","Fri Mar 07 22:00:47 GMT 2025","645","","hostfully.apis.test.tests.bookings.CreateBookingsTest","","hostfully.apis.test.tests.bookings.CreateBookingsTest","attemptCreateBookingInvalidStatus","Hostfully APis: Attempt to create a booking with invalid status",""
"passed","Fri Mar 07 22:00:55 GMT 2025","Fri Mar 07 22:00:56 GMT 2025","288","","hostfully.apis.test.tests.properties.CreatePropertiesTest","","hostfully.apis.test.tests.properties.CreatePropertiesTest","attemptCreatePropertyInvalidURL","Hostfully APis: Attempt to create a property invalid URL",""
